skills,interests,education,experience,career_category,salary_min,salary_max
"problem solving, api design, git, message queues, ci/cd, critical thinking, xgboost","scalability, cloud, infrastructure, engineering, growth",bachelor's degree,3,Back-End Developer,721000,1685000
"git, communication, critical thinking, roadmap, requirements gathering, model evaluation, nlp","customer needs, stakeholder collaboration, product strategy, technology, kpis",master's degree,11,Product Manager,1482000,3358000
"pandas, dashboards, numpy, agile, tableau, data visualization, etl, design critique, usability","pattern recognition, data analysis, analytics, growth",diploma,10,Data Analyst,861000,1841000
"teamwork, data cleaning, agile, machine learning, numpy, information architecture","innovation, statistics, site reliability",master's degree,1,Machine Learning Engineer,642000,1508000
"problem solving, journey mapping, figma, personas, design systems, customer discovery, prototyping, angular","innovation, user experience",bachelor's degree,10,UX Designer,1027000,2352000
"financial modeling, market analysis, presentation skills, stakeholder communication, reporting, git, communication","risk management, stakeholder collaboration",master's degree,2,Business Analyst,629000,1364000
"roadmap, excel, data visualization, critical thinking, reporting",strategy,bachelor's degree,0,Business Analyst,526000,1118000
"problem solving, dashboards, roadmap, sql, excel, reporting","analytics, learning new tools, strategy, reporting, process improvement, interactive web experiences",bachelor's degree,14,Business Analyst,1302000,2673000
"pandas, sql, statistics, tableau, problem solving, reporting","statistics, data analysis, distributed systems",bachelor's degree,0,Data Analyst,436000,930000
"testing, data structures, object-oriented design, c#","infrastructure, backend systems, cloud",bachelor's degree,1,Back-End Developer,559000,1279000
"presentation skills, problem solving, debugging, design patterns","engineering, learning new tools",diploma,7,Software Engineer,1036000,2372000
"css, user research, design systems, personas, prototyping","accessibility, user experience, risk management",bachelor's degree,1,UX Designer,538000,1282000
"python, data cleaning, statistics, machine learning","nlp research, algorithms",bachelor's degree,3,Machine Learning Engineer,863000,1798000
"cloud, documentation, data structures, databases, api design","infrastructure, backend systems, engineering, technology",bachelor's degree,0,Back-End Developer,570000,1350000
"prototyping, problem solving, git, css, presentation skills, design systems","user experience, design",bachelor's degree,1,Front-End Developer,532000,1103000
"personas, prototyping, card sorting, customer discovery, gap analysis","accessibility, user experience, human-centered design",phd,6,UX Designer,820000,1794000
"critical thinking, databases, cloud, git, monitoring, site reliability","cloud, infrastructure, innovation",diploma,13,Back-End Developer,1165000,2381000
"debugging, testing, git, c#, refactoring","innovation, engineering, cloud, distributed systems",bachelor's degree,11,Back-End Developer,1261000,2802000
"problem solving, html, testing, api design, algorithms, backlog grooming","algorithms, technology, backend systems, clean code, engineering",phd,2,Software Engineer,602000,1372000
"presentation skills, market analysis, user research","user research, customer feedback",master's degree,10,Product Manager,1543000,3627000
"git, testing, sharding, cloud, postgresql, debugging, data structures, problem solving, ci/cd","backend systems, engineering, infrastructure",bachelor's degree,2,Back-End Developer,621000,1329000
"databases, docker, data structures, linux, testing, documentation","cloud, infrastructure, engineering, technology",master's degree,1,Back-End Developer,558000,1324000
"deep learning, agile, git, statistics, python, machine learning, vlookup, data storytelling","learning new tools, statistics, programming, data analysis, api design",bachelor's degree,1,Machine Learning Engineer,723000,1698000
"c#, html, algorithms, teamwork, data structures","clean code, programming, system design, algorithms, backend systems",master's degree,8,Software Engineer,866000,1961000
"git, api design, scripting, documentation, cloud","automation, cloud",diploma,0,DevOps Engineer,533000,1179000
"design systems, javascript, presentation skills, agile, site reliability","web performance, user experience, innovation",bachelor's degree,5,Front-End Developer,794000,1720000
"scripting, docker, linux, testing, authentication","systems, site reliability, teamwork, infrastructure",bachelor's degree,2,DevOps Engineer,763000,1652000
"concurrency, data structures, communication, html, api design, linear algebra","engineering, teamwork",bachelor's degree,2,Software Engineer,643000,1391000
"software architecture, agile, git, data structures, c++, javascript, problem solving","coding, algorithms",bachelor's degree,6,Software Engineer,900000,1985000
"agile, ci/cd, documentation, linux, debugging, mongodb, node.js, site reliability, networking","cloud, innovation",bachelor's degree,2,Back-End Developer,621000,1435000
"presentation skills, git, algorithms, numpy","model optimization, algorithms, artificial intelligence, human-centered design",master's degree,3,Machine Learning Engineer,747000,1601000
"data structures, git, javascript, testing, design patterns, regression analysis, pivot tables","engineering, software craftsmanship",bachelor's degree,0,Software Engineer,626000,1321000
"api design, testing, python, linux, vlookup","programming, systems, automation",master's degree,4,Software Engineer,795000,1753000
"gap analysis, communication, excel, sql, data storytelling, kpis","analytics, stakeholder collaboration, visualization, financial analysis",master's degree,2,Business Analyst,577000,1244000
"user research, critical thinking, problem solving, personas, hyperparameter tuning","customer feedback, usability, innovation",diploma,15,UX Designer,1428000,3107000
"ci/cd, debugging, git, api design, agile, etl, google sheets","backend systems, technology, cloud, scalability, site reliability",master's degree,2,Back-End Developer,646000,1531000
"databases, api design","infrastructure, backend systems, technology, clean code",diploma,13,Back-End Developer,1371000,2832000
"statistics, git, python, qlik, networking","reporting, data analysis, teamwork",diploma,1,Data Analyst,488000,993000
"figma, user research, teamwork, html, debugging, svelte, prototyping","user experience, software craftsmanship",bachelor's degree,2,Front-End Developer,491000,1107000
"docker, presentation skills, databases, agile, linux, kubernetes, prometheus",backend systems,diploma,2,Back-End Developer,668000,1376000
"api design, scripting, agile","technology, cloud",bachelor's degree,0,DevOps Engineer,522000,1240000
